+------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                                                                                                                                         ;
+-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                                                                                                                                     ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; U0|nios2_floating_point_2nd_core|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int14|altfp_div_csa40|csa_upper1|auto_generated                                      ; 27    ; 0              ; 0            ; 0              ; 13     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|nios2_floating_point_2nd_core|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int14|altfp_div_csa40|csa_upper0|auto_generated                                      ; 27    ; 0              ; 0            ; 0              ; 13     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|nios2_floating_point_2nd_core|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int14|altfp_div_csa40|csa_lower|auto_generated                                       ; 28    ; 0              ; 0            ; 0              ; 15     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|nios2_floating_point_2nd_core|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int14|altfp_div_csa40                                                                ; 54    ; 0              ; 0            ; 0              ; 27     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|nios2_floating_point_2nd_core|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int14                                                                                ; 52    ; 1              ; 0            ; 1              ; 52     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|nios2_floating_point_2nd_core|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int13|qds_block39|mux45|auto_generated                                               ; 516   ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|nios2_floating_point_2nd_core|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int13|qds_block39|cmpr49|auto_generated                                              ; 18    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|nios2_floating_point_2nd_core|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int13|qds_block39|cmpr48|auto_generated                                              ; 18    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|nios2_floating_point_2nd_core|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int13|qds_block39|cmpr47|auto_generated                                              ; 18    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|nios2_floating_point_2nd_core|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int13|qds_block39|cmpr46|auto_generated                                              ; 18    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|nios2_floating_point_2nd_core|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int13|qds_block39                                                                    ; 15    ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|nios2_floating_point_2nd_core|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int13|mux44|auto_generated                                                           ; 203   ; 0              ; 0            ; 0              ; 25     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|nios2_floating_point_2nd_core|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int13|altfp_div_csa43|csa_upper1|auto_generated                                      ; 27    ; 0              ; 0            ; 0              ; 13     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|nios2_floating_point_2nd_core|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int13|altfp_div_csa43|csa_upper0|auto_generated                                      ; 27    ; 0              ; 0            ; 0              ; 13     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|nios2_floating_point_2nd_core|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int13|altfp_div_csa43|csa_lower|auto_generated                                       ; 28    ; 0              ; 0            ; 0              ; 15     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|nios2_floating_point_2nd_core|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int13|altfp_div_csa43                                                                ; 54    ; 0              ; 0            ; 0              ; 27     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|nios2_floating_point_2nd_core|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int13|altfp_div_csa42|csa_upper1|auto_generated                                      ; 27    ; 0              ; 0            ; 0              ; 13     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|nios2_floating_point_2nd_core|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int13|altfp_div_csa42|csa_upper0|auto_generated                                      ; 27    ; 0              ; 0            ; 0              ; 13     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|nios2_floating_point_2nd_core|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int13|altfp_div_csa42|csa_lower|auto_generated                                       ; 28    ; 0              ; 0            ; 0              ; 15     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|nios2_floating_point_2nd_core|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int13|altfp_div_csa42                                                                ; 54    ; 0              ; 0            ; 0              ; 27     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|nios2_floating_point_2nd_core|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int13|altfp_div_csa41|csa_upper1|auto_generated                                      ; 27    ; 0              ; 0            ; 0              ; 13     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|nios2_floating_point_2nd_core|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int13|altfp_div_csa41|csa_upper0|auto_generated                                      ; 27    ; 0              ; 0            ; 0              ; 13     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|nios2_floating_point_2nd_core|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int13|altfp_div_csa41|csa_lower|auto_generated                                       ; 28    ; 0              ; 0            ; 0              ; 15     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|nios2_floating_point_2nd_core|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int13|altfp_div_csa41                                                                ; 54    ; 0              ; 0            ; 0              ; 27     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|nios2_floating_point_2nd_core|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int13|altfp_div_csa40|csa_upper1|auto_generated                                      ; 27    ; 0              ; 0            ; 0              ; 13     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|nios2_floating_point_2nd_core|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int13|altfp_div_csa40|csa_upper0|auto_generated                                      ; 27    ; 0              ; 0            ; 0              ; 13     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|nios2_floating_point_2nd_core|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int13|altfp_div_csa40|csa_lower|auto_generated                                       ; 28    ; 0              ; 0            ; 0              ; 15     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|nios2_floating_point_2nd_core|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int13|altfp_div_csa40                                                                ; 54    ; 0              ; 0            ; 0              ; 27     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|nios2_floating_point_2nd_core|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int13                                                                                ; 52    ; 1              ; 0            ; 1              ; 52     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|nios2_floating_point_2nd_core|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int12|qds_block39|mux45|auto_generated                                               ; 516   ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|nios2_floating_point_2nd_core|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int12|qds_block39|cmpr49|auto_generated                                              ; 18    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|nios2_floating_point_2nd_core|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int12|qds_block39|cmpr48|auto_generated                                              ; 18    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|nios2_floating_point_2nd_core|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int12|qds_block39|cmpr47|auto_generated                                              ; 18    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|nios2_floating_point_2nd_core|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int12|qds_block39|cmpr46|auto_generated                                              ; 18    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|nios2_floating_point_2nd_core|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int12|qds_block39                                                                    ; 15    ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|nios2_floating_point_2nd_core|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int12|mux44|auto_generated                                                           ; 203   ; 0              ; 0            ; 0              ; 25     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|nios2_floating_point_2nd_core|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int12|altfp_div_csa43|csa_upper1|auto_generated                                      ; 27    ; 0              ; 0            ; 0              ; 13     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|nios2_floating_point_2nd_core|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int12|altfp_div_csa43|csa_upper0|auto_generated                                      ; 27    ; 0              ; 0            ; 0              ; 13     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|nios2_floating_point_2nd_core|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int12|altfp_div_csa43|csa_lower|auto_generated                                       ; 28    ; 0              ; 0            ; 0              ; 15     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|nios2_floating_point_2nd_core|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int12|altfp_div_csa43                                                                ; 54    ; 0              ; 0            ; 0              ; 27     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|nios2_floating_point_2nd_core|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int12|altfp_div_csa42|csa_upper1|auto_generated                                      ; 27    ; 0              ; 0            ; 0              ; 13     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|nios2_floating_point_2nd_core|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int12|altfp_div_csa42|csa_upper0|auto_generated                                      ; 27    ; 0              ; 0            ; 0              ; 13     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|nios2_floating_point_2nd_core|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int12|altfp_div_csa42|csa_lower|auto_generated                                       ; 28    ; 0              ; 0            ; 0              ; 15     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|nios2_floating_point_2nd_core|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int12|altfp_div_csa42                                                                ; 54    ; 0              ; 0            ; 0              ; 27     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|nios2_floating_point_2nd_core|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int12|altfp_div_csa41|csa_upper1|auto_generated                                      ; 27    ; 0              ; 0            ; 0              ; 13     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|nios2_floating_point_2nd_core|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int12|altfp_div_csa41|csa_upper0|auto_generated                                      ; 27    ; 0              ; 0            ; 0              ; 13     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|nios2_floating_point_2nd_core|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int12|altfp_div_csa41|csa_lower|auto_generated                                       ; 28    ; 0              ; 0            ; 0              ; 15     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|nios2_floating_point_2nd_core|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int12|altfp_div_csa41                                                                ; 54    ; 0              ; 0            ; 0              ; 27     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|nios2_floating_point_2nd_core|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int12|altfp_div_csa40|csa_upper1|auto_generated                                      ; 27    ; 0              ; 0            ; 0              ; 13     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|nios2_floating_point_2nd_core|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int12|altfp_div_csa40|csa_upper0|auto_generated                                      ; 27    ; 0              ; 0            ; 0              ; 13     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|nios2_floating_point_2nd_core|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int12|altfp_div_csa40|csa_lower|auto_generated                                       ; 28    ; 0              ; 0            ; 0              ; 15     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|nios2_floating_point_2nd_core|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int12|altfp_div_csa40                                                                ; 54    ; 0              ; 0            ; 0              ; 27     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|nios2_floating_point_2nd_core|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int12                                                                                ; 52    ; 1              ; 0            ; 1              ; 52     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|nios2_floating_point_2nd_core|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int11|qds_block28|mux34|auto_generated                                               ; 516   ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|nios2_floating_point_2nd_core|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int11|qds_block28|cmpr38|auto_generated                                              ; 18    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|nios2_floating_point_2nd_core|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int11|qds_block28|cmpr37|auto_generated                                              ; 18    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|nios2_floating_point_2nd_core|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int11|qds_block28|cmpr36|auto_generated                                              ; 18    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|nios2_floating_point_2nd_core|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int11|qds_block28|cmpr35|auto_generated                                              ; 18    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|nios2_floating_point_2nd_core|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int11|qds_block28                                                                    ; 15    ; 1              ; 0            ; 1              ; 3      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|nios2_floating_point_2nd_core|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int11|mux33|auto_generated                                                           ; 203   ; 0              ; 0            ; 0              ; 25     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|nios2_floating_point_2nd_core|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int11|altfp_div_csa32|csa_upper1|auto_generated                                      ; 27    ; 0              ; 0            ; 0              ; 13     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|nios2_floating_point_2nd_core|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int11|altfp_div_csa32|csa_upper0|auto_generated                                      ; 27    ; 0              ; 0            ; 0              ; 13     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|nios2_floating_point_2nd_core|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int11|altfp_div_csa32|csa_lower|auto_generated                                       ; 28    ; 0              ; 0            ; 0              ; 15     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|nios2_floating_point_2nd_core|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int11|altfp_div_csa32                                                                ; 54    ; 0              ; 0            ; 0              ; 27     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|nios2_floating_point_2nd_core|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int11|altfp_div_csa31|csa_upper1|auto_generated                                      ; 27    ; 0              ; 0            ; 0              ; 13     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|nios2_floating_point_2nd_core|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int11|altfp_div_csa31|csa_upper0|auto_generated                                      ; 27    ; 0              ; 0            ; 0              ; 13     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|nios2_floating_point_2nd_core|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int11|altfp_div_csa31|csa_lower|auto_generated                                       ; 28    ; 0              ; 0            ; 0              ; 15     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|nios2_floating_point_2nd_core|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int11|altfp_div_csa31                                                                ; 54    ; 0              ; 0            ; 0              ; 27     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|nios2_floating_point_2nd_core|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int11|altfp_div_csa30|csa_upper1|auto_generated                                      ; 27    ; 0              ; 0            ; 0              ; 13     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|nios2_floating_point_2nd_core|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int11|altfp_div_csa30|csa_upper0|auto_generated                                      ; 27    ; 0              ; 0            ; 0              ; 13     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|nios2_floating_point_2nd_core|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int11|altfp_div_csa30|csa_lower|auto_generated                                       ; 28    ; 0              ; 0            ; 0              ; 15     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|nios2_floating_point_2nd_core|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int11|altfp_div_csa30                                                                ; 54    ; 0              ; 0            ; 0              ; 27     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|nios2_floating_point_2nd_core|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int11|altfp_div_csa29|csa_upper1|auto_generated                                      ; 27    ; 0              ; 0            ; 0              ; 13     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|nios2_floating_point_2nd_core|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int11|altfp_div_csa29|csa_upper0|auto_generated                                      ; 27    ; 0              ; 0            ; 0              ; 13     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|nios2_floating_point_2nd_core|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int11|altfp_div_csa29|csa_lower|auto_generated                                       ; 28    ; 0              ; 0            ; 0              ; 15     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|nios2_floating_point_2nd_core|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int11|altfp_div_csa29                                                                ; 54    ; 0              ; 0            ; 0              ; 27     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|nios2_floating_point_2nd_core|fpoint_instance|the_fp_div|altfp_div_srt_ext1|srt_block_int11                                                                                ; 51    ; 2              ; 0            ; 2              ; 52     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|nios2_floating_point_2nd_core|fpoint_instance|the_fp_div|altfp_div_srt_ext1|altfp_div_csa27|csa_upper1|auto_generated                                                      ; 29    ; 0              ; 0            ; 0              ; 14     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|nios2_floating_point_2nd_core|fpoint_instance|the_fp_div|altfp_div_srt_ext1|altfp_div_csa27|csa_upper0|auto_generated                                                      ; 29    ; 0              ; 0            ; 0              ; 14     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|nios2_floating_point_2nd_core|fpoint_instance|the_fp_div|altfp_div_srt_ext1|altfp_div_csa27|csa_lower|auto_generated                                                       ; 28    ; 0              ; 0            ; 0              ; 15     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|nios2_floating_point_2nd_core|fpoint_instance|the_fp_div|altfp_div_srt_ext1|altfp_div_csa27                                                                                ; 56    ; 28             ; 0            ; 28             ; 28     ; 28              ; 28            ; 28              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|nios2_floating_point_2nd_core|fpoint_instance|the_fp_div|altfp_div_srt_ext1|altfp_div_csa26|csa_upper1|auto_generated                                                      ; 32    ; 0              ; 0            ; 0              ; 14     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|nios2_floating_point_2nd_core|fpoint_instance|the_fp_div|altfp_div_srt_ext1|altfp_div_csa26|csa_upper0|auto_generated                                                      ; 32    ; 0              ; 0            ; 0              ; 14     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|nios2_floating_point_2nd_core|fpoint_instance|the_fp_div|altfp_div_srt_ext1|altfp_div_csa26|csa_lower|auto_generated                                                       ; 31    ; 0              ; 0            ; 0              ; 15     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|nios2_floating_point_2nd_core|fpoint_instance|the_fp_div|altfp_div_srt_ext1|altfp_div_csa26                                                                                ; 59    ; 2              ; 0            ; 2              ; 28     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|nios2_floating_point_2nd_core|fpoint_instance|the_fp_div|altfp_div_srt_ext1|altfp_div_csa25|csa_upper1|auto_generated                                                      ; 25    ; 0              ; 0            ; 0              ; 12     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|nios2_floating_point_2nd_core|fpoint_instance|the_fp_div|altfp_div_srt_ext1|altfp_div_csa25|csa_upper0|auto_generated                                                      ; 25    ; 0              ; 0            ; 0              ; 12     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|nios2_floating_point_2nd_core|fpoint_instance|the_fp_div|altfp_div_srt_ext1|altfp_div_csa25|csa_lower|auto_generated                                                       ; 24    ; 0              ; 0            ; 0              ; 13     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|nios2_floating_point_2nd_core|fpoint_instance|the_fp_div|altfp_div_srt_ext1|altfp_div_csa25                                                                                ; 48    ; 0              ; 0            ; 0              ; 24     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|nios2_floating_point_2nd_core|fpoint_instance|the_fp_div|altfp_div_srt_ext1                                                                                                ; 51    ; 3              ; 0            ; 3              ; 76     ; 3               ; 3             ; 3               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|nios2_floating_point_2nd_core|fpoint_instance|the_fp_div|altfp_div_csa8|csa_upper1|auto_generated                                                                          ; 25    ; 0              ; 0            ; 0              ; 13     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|nios2_floating_point_2nd_core|fpoint_instance|the_fp_div|altfp_div_csa8|csa_lower|auto_generated                                                                           ; 25    ; 0              ; 0            ; 0              ; 13     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|nios2_floating_point_2nd_core|fpoint_instance|the_fp_div|altfp_div_csa8                                                                                                    ; 49    ; 24             ; 0            ; 24             ; 25     ; 24              ; 24            ; 24              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|nios2_floating_point_2nd_core|fpoint_instance|the_fp_div                                                                                                                   ; 67    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|nios2_floating_point_2nd_core|fpoint_instance|the_fp_addsub|trailing_zeros_limit_comparator|auto_generated                                                                 ; 12    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; U0|nios2_floating_point_2nd_core|fpoint_instance|the_fp_addsub|man_res_rounding_add_sub_upper1|auto_generated                                                                 ; 27    ; 0              ; 13           ; 0              ; 13     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
